"Заменить кнопку в меню адаптивной версии сайта freshcoffee.ru.Убрать функцию 'заказать звонок' на сайте, в адаптивной версии ее нужно заменить на кнопку 'интернет-магазин' (http://www.freshcoffee.ru/ru/internet-magazin.html).",14582,"13,90,74,22"
"Подготовить рерайт 3-х статей для Miralinks (kover-skazka.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта kover-skazka.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x20062&type=text&authkey=8321e047fb413f251abf34adf1e49a1b
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: разные категории людей, кто то покупает для себя, кто то в подарок. Возрастная категория - от 20 лет..... 
  5. Преимущества: 
Широкий выбор товаров от эконом-класса до премиум.... Огромный выбор ковров разной ценовой категории, цветовых схем, материалов и качества. Прямые поставки с фабрик. Минимальные цены. Всегда готовы пойти на встречу клиенту, сделать скидку .
  6. Услуги: 
  - Мы предлагаем покупателям самый большой выбор ковров в Москве. Являемся прямыми поставщиками с фабрик, поэтому можем предложить ковры с минимальной наценкой. Весть товар высокого качества, не зависимо от того эконом-категория или премиум.... Индивидуальный подход к каждому клиенту, всегда готовы обсудить цену или подобрать под любой запрос клиента именно тот ковер который ему подойдет. 
  7. География реализации услуг: В основном по Москве и в Московской области, но так же немало покупателей с других городов России. 
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт kover-skazka.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы:  
  - ковровые дорожки интернет магазин
  11. Пример текстов: http://www.smartkilim.com/kak-vybrat-kupit-kover/kovrovye-dorozhki-v-interere.html
  12. Длина 2000 символов 
  
  
 По аналогии еще 2 статьи: 
  
 1. Ключевые фразы: 
  - купить детский ковер
  Пример текста: http://www.smartkilim.com/kak-vybrat-kupit-kover/detskij-kover-s-dorogami.html
  Длина 2000 символов 
  
 2. Ключевые фразы: 
  - Классические ковры
  Пример текста: http://www.smartkilim.com/kak-vybrat-kupit-kover/kak-otlichit-shelkovyj-kover-ot-viskoznogo-ili-drugoj-poddelki.html
  Длина 2000 символов",20052,"48,50,51"
"Подготовить рерайт 2-х статей для Miralinks (amadeus-design.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта http://amadeus-design.ru/
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x31400&type=text&authkey=e81ec2afd5cff35ce2d033ebb9558bc3
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: Материальное положение высокое, пол м/ж, в основном руководители, директора, владельцы собственного бизнеса, возраст 30-50 лет. Энергичные, много путешествуют, амбиционные, требовательные, всегда заняты, желают получить качественный продукт
  5. Преимущества: 
 - Выполняем временные обязательства, 
 - Делаем то, что нужно заказчику
 - Делаем подробные чертежи, по  которым можно строить
 - Имеем большой опыт реализации проекта
 - Постоянно учимся.
  6. Услуги: 
• Дизайн – проект это услуга по проектированию интерьера. Необходимо специальное образование. Очень важен опыт работы, особенно на стройки. Важны мелочи, которых начинающий дизайнер не может знать. Дизайн – проект это комплексная работа многих людей: дизайнер по мебели, по текстилю, менеджеры по напольным покрытия, по мебели, отделочники и т.д. Необходимо находить общий язык со всеми для достижения результата.
  7. География реализации услуг: Рязань
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт http://amadeus-design.ru/
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы:  
  - дизайн интерьера дома
  11. Пример текстов: http://myinterior.info/interer/26047/stereotipy-v-interere-ot-chego-pora-otkazatsya/
  12. Длина 2000 символов 
  
  
 По аналогии еще 1 статью: 
  
 1. Ключевые фразы: 
  - дизайн проект
  Пример текста: http://myinterior.info/cvetovye-resheniya-interera/26021/kak-najti-idealnuyu-cvetovuyu-sxemu-dlya-interera/
  Длина 2000 символов",5556,"48,50,51"
"Некорректно работает поиск на сайте elitecarpet.ru.Если отключить от публикации товар, он все равно ищется в поиске, нужно пофиксить. Пример http://www.elitecarpet.ru/sluzhebnyie-straniczyi/rezultat-poiska.html?search=2176",20052,27
"Подготовить рерайт 2-х статей для Miralinks (opticfamily.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта opticfamily.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x26388&type=text&authkey=6ca372d29d2e321e25d0a7a6458d7995
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: Различные группы людей, от 0 и до приклонного возраста. В основном наша компания делает акцент на подростковые оправы, то есть люди школьного возраста от 6 ,как для мальчиков, так и для девочек. Материальное положение выше среднего, так как товар закупается у Итальянских и Французских компаний.
  5. Преимущества: 
Ценовая политика ниже, чем у конкурентов, так как я работаю в оптовой компании, которая занимается продажей товаров в оптики. Огромный выбор оправ и солнцезащитных очков различных цветов, для детей и взрослых. Отсутствие посредников. Доставка во все регионы страны. Шоурум и возможность померить и посмотреть товар.
  6. Услуги: 
Медицинские оправы, для коррекции зрения, для детей и взрослых. В отделке заушников некоторых моделей используется натуральное дерево, натуральная кожа,керамика. Материалы,используемые,для изготовления оправ:металл,титан,пластик,гриламид. Солнцезащитные очки,для детей и взрослых,в отделке заушников которых так же используются натуральное дерево,натуральная кожа.Футляры итальянской компании giorgio fedon,изготавливаются из ткани и натуральной кожи.Салфетки в ассортименте микрофибра,для ухода за очками.Про услугу:по желанию клиента,мы можем изготовить очки по его индивидуальному рецепту,то есть подобрать линзы и вставить их в данную оправу. В итоге клиент получит уже готовые очки.
  7. География реализации услуг: РФ
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт opticfamily.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы:  
  - интернет магазин оправ
  11. Пример текстов: http://www.ochki.net/articles/article-1572/
  12. Длина 2000 символов 
  
  
 По аналогии еще 1 статью: 
  
 1. Ключевые фразы: 
  - оправы для подростков
  Пример текста: http://staroptic.ru/ochki-linzi-opravi/vibiraem-opravu-dlya-ochkov-a-21.html/
  Длина 2000 символов",26387,"48,50,51"
"Подготовить рерайт 3-х статей для Miralinks (hotelalbatrosjesolo.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта http://hotelalbatrosjesolo.ru/
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x38942&type=text&authkey=67c68199f158340828fc50c3f66c99c5
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: Семьи с маленькими детьми, молодые пары, компании людей, люди среднего возраста, пожилые люди - ВСЕ. Материальное положение на сегодняшний день - среднее и выше среднего. Это связано не столько со стоимостью проживания, сколько со стоимостью авиабилетов.
  5. Преимущества: 
1.Выгодное расположение на первой береговой линии. 2.Хорошая инфраструктура - полная реструктуризация в 2012 году (отельный фонд в Езоло на 80 процентов старый - постройки середины - конца 1980-х). 3. Невысокая стоимость - начинается от 40 евро, скидки на детей до 8 лет - 50%, а до 3 лет проживание всего 10 евро. 4. Русскоговорящий персонал. 5. Собственный бассейн. 6. Место на пляже (зонт и два лежака) предоставляется бесплатно (входит в стоимость). 7. Обустроенная территория - парковка, детская площадка.
  6. Услуги: 
Отель Альбатрос расположен на знаменитом побережье Адриатического моря Езоло (Йезоло, Лидо ди Езоло, Lido di Jesosolo) всего в 30 км от Венеции.
  7. География реализации услуг: Города мегаполисы, а также миллионники, а также полумилионники, расположенные преимущественно в европейской части России.
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт http://hotelalbatrosjesolo.ru/
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы:  
  - отели лидо ди езоло
  11. Пример текстов: http://www.italy-spb.ru/statji-pro-italiyu/otdyh-v-lido-di-ezolo/
  12. Длина 2000 символов 
  
  
 По аналогии еще 2 статьи: 
  
 1. Ключевые фразы: 
  - отели венеции
  Пример текста: https://www.votpusk.ru/story/article.asp?ID=17110
  Длина 2000 символов 

 2. Ключевые фразы: 
  - гостиницы италии
  Пример текста: http://www.arrivo.ru/statii/tradicii/10-luchshih-festivaleiy-v-italii-v-sentyabre.html
  Длина 2000 символов",38941,"48,50,51"
"Подготовить рерайт 2-х статей для Miralinks (narazz.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта narazz.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x32791&type=text&authkey=d65598b7a583ff113467d5b6f693a031
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: средний класс.
  5. Преимущества: 
Большой опыт. Более 20 лет.
Розничный магазин – знаем, что покупают и расширяем этот ассортимент. (Мы предлагаем лучшее, основываясь на Вашем выборе).
Динамичность и компактность в принятии решений.
Гибкое ценообразование.
  6. Услуги: 
Продукт - подарки среднего, выше среднего и элитного ценового сегмента. В подавляющем числе продукции качество, известное имя, узнаваемость. По возможности стараемся предлагать новое в данном сегменте.
  7. География реализации услуг: Москва и область. Можно почтой или транспортной компанией по стране. И даже на Дальний восток.
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт narazz.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы:  
  - бритвенный набор
  11. Пример текстов: http://www.retailidea.ru/clients.php?pid=7&id=37
  12. Длина 2000 символов 
  
  
 По аналогии еще 1 статья: 
  
 1. Ключевые фразы: 
  - сувенирное оружие
  Пример текста: https://www.zatebya.ru/statiy/originalnie-podarki-lubimim.html
  Длина 2000 символов",32790,"48,50,51"
"Директ для сайта  ripar.ru.Регион: РФ + СНГ(Казахстан, Узбекистан, Туркмения, Азербайджан)
Фразы надо подобрать. Тематика: компания обеспечивает поставку агрегатов и запасных частей для нефтедобывающих компаний, и компаний, которые занимаются ремонтом нефтяного оборудования.",48131,57
"отзывы (nevromed2016.ru).надо для раздела - http://nevromed2016.ru/otzyivyi написать 12 отзывов 
размер каждого отзыва - 300 - 400 знаков , отзывы о работе кабинета МСКТ и МРТ , можно использовать такие темы: МСКТ или МРТ позвоночника, МСКТ или МРТ легких, МСКТ или МРТ органов грудной клетки, МСКТ крупных суставов 
  
  заявка в приоритете",43865,53
"текста (www.serviseseptik.com).необходимо написать 2 текста для раздела ""Полезные статьи"". 
  Желательно в текстах по мере возможности использовать ключевые слова для перелиновки 
  
  - очистка септика 
  - обслуживание септика астра 
  - обслуживание септика тополь 
  - консервация септика на зиму   
  
  
 Темы: 
http://oseptike.ru/osnovnye-vidy-septikov/septik-dlya-dachi
http://oseptike.ru/osnovnye-vidy-septikov/septik-dlya-chastnogo-doma


p.s. в тексте не описываем все, что связанно с установкой, очисткой, консервацией своими руками. Упоминаем, что этим должны заниматься, только профкссионалы",46922,51
"Подписка Брикус.Заказчик хочет сделать функционал подписок email.
Пользователь вводит свою почту и таким образом подписывается. При добавлении новой новости/статьи/акции ему приходит оповещение.
Нужно разделить, чтоб в каждом регионе своя юаза была.

Блок будет тут: http://joxi.ru/VrwV0QouOOxZoA
Нужно нарисовать в общем стиле. 
Заголовок ""Подписка на новости""
Текст ""Узнавайте о лучших акциях и спецпредложениях Брикус первыми! Подпишитесь через форму ниже""
Поле ввола почты
Кнопка подписаться",29038,"6,8,13,23"
"Подготовить рерайт 2-х статей для Miralinks (spars.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта spars.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x32125&type=text&authkey=a0e278e882f1eb24248fe91b3411e42a 
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: Компании? участвующие в выставках. Государственные компании, медицина, фармацевтика, стоматология, автосалоны, климатическое оборудование, лаки, краски, канцелярские товары, биотехнологии, алкогольная и табачная продукция, туризм и отдых, товары для животных, промышленность, связь, машиностроение, металлообработка, продукты питания, соки, воды, упаковка, безопасность, логистика и т.д. 
 5. Преимущества: 
Стабильность работы компании с 2006г. 
У нас представлены все виды мобильных стендов, а так же 95% производителей.
Собственное производство.
Прямые поставки оборудования без посредников.
Срок производства стендов от 1 рабочего дня!  
  6. Услуги: 
Изготовление мобильных стендов для любых видов рекламных акций (выставки, презентации, промоакции, предвыборные кампании, семинары, форумы. event мероприятия, дегустации,pr и т.д.)
  7. География реализации услуг: По всей России
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт spars.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы: 
  - мобильные стенды
  11. Пример текстов: http://www.creativepark.ru/history_exhibitions.html 
  12. Длина 2000 символов 
  
  
  По аналогии еще 1 статья: 
  
  1. Ключевые фразы: 
  - мобильные выставочные стенды
  Пример текста: http://www.expo-st.ru/article_polzamobstendov.htm 
  Длина 2000 символов",32124,"48,50,51"
"Подготовить рерайт 2-х статей для Miralinks (vitasolar.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта vitasolar.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x9918&type=text&authkey=097fdff1eefae7180f5ec716a83dd3a3
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: разные категории людей, желающие приобрести ювелирные украшения оптом и в розницу.
  5. Преимущества: 
 Наш интернет-магазин осуществляет продажу ювелирных украшений оптом и в розницу. Покупая ювелирные изделия в большом количестве для своего салона, вы тем самым выражаете свою престижность и эксклюзивность. Оригинальные ювелирные изделия из серебра и золота привлекут внимание и станут неповторимым дополнением к вашему гардеробу.
  6. Услуги: продажа оригинальных ювелирных изделий из серебра и золота оптом и в розницу.
  7. География реализации услуг: По всей России
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт vitasolar.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы: 
  - купить серебряное кольцо с сапфиром
  11. Пример текстов: http://a-gold.su/articles/keep-ideal-form/
  12. Длина 2000 символов 
  
  По аналогии еще 1 статья: 
  
  1. Ключевые фразы: 
  - ожерелье из серебра с жемчугом
  Пример текста: http://malgold.ru/articles/_samoe_vazhnoe_o_zhemchuge
  Длина 2000 символов",9917,"48,50,51"
"статьи для раздела ""Полезная информация"" (hotelalbatrosjesolo.ru).надо написать 2 статьи для раздела ""Полезная информация"". 
  
 Темы: 
  
  
 1/  статья о дворце Дождей

http://www.blogoitaliano.com/goroda-italii/venice/dvorec-dozhej-nelzya-propustit-v-venecii.html

 для перелинковки можно использовать данные ключевики: 
  
 - отель в италии для отдыха с детьми 
 - забронировать отель в италии 
 - лидо ди езоло отели 3 звезды 
 - отель рядом с венецией 
 - отели италии у моря 
  
  
 2/ статья о мосте Риальто

http://tonkosti.ru/%D0%9C%D0%BE%D1%81%D1%82_%D0%A0%D0%B8%D0%B0%D0%BB%D1%8C%D1%82%D0%BE
  
 для данного текста, тоже хорошо бы использовать для перелинковки данные ключевики по мере возможности 
  
 - отель в италии для отдыха с детьми 
 - забронировать отель в италии 
 - лидо ди езоло отели 3 звезды 
 - отель рядом с венецией 
 - отели италии у моря",38941,51
"Подготовить рерайт 3-х статей для Miralinks (psb-gals.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта psb-gals.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x30839&type=text&authkey=147e141ec1cb3a343069bd70601b676c
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: Ультразвуковые ванны, производимые нашим предприятием, используются практически в любой отрасли промышленности. Наши основные клиенты (если считать по деньгам) - крупные и средние заводы (как правило с госучастием), если считать по количеству единиц продукции - мелкие и средние частные предприятия, мастерские, автосервисы... Повторюсь - во всех областях промышленности. 99% B2B, частников крайне мало.
  5. Преимущества: 
Современные технологии по разумной цене. 
Высочайшее качество изготовления и надёжность. 
Техническая поддержка и сервис по всей России. 
Наличие собственного научно-производственного центра. 
Использование только собственных разработок. 
Непрерывная модернизация производимого оборудования. 
Опыт работы более 15 лет.
  6. Услуги: Ультразвуковые ванны применяются в основном для очистки различных металлических, стеклянных, керамических и смешанных изделий от всевозможных загрязнений. Если рассматривать глобально, то:
1. В процессе производства используются для межоперационной очистки, очистки перед нанесением покрытий с одновременным обезжириванием.
2. После эксплуатации очистка от загрязнений (нагаров, грязи, масел...) с целью ремонта (форсунки и детали ДВС, электроника, инструмент, детали точной механики...)
3. Есть и несколько экзотичных применений: проращивание семян, нанотехнологии, экстракция растительного сырья, смешивание несмешивающихся жидкостей, измельчение порошков.
  7. География реализации услуг: В порядке убывания:
РФ, Беларусь, Казахстан, Украина, другие бывшие республики СССР, Европа, США.
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт psb-gals.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы: 
  - ультразвуковая очистка
  11. Пример текстов: http://utinlab.ru/articles/primenenie-ultrazvukovogo-oborudovaniya-pri-remonte-dvs
  12. Длина 2000 символов 
  
  
  По аналогии еще 2 статьи: 
  
  1. Ключевые фразы: 
  - ультразвуковой очиститель
  Пример текста: http://utinlab.ru/articles/ultrazvukovye-ustrojstva-dlya-intensifikacii-i-modifikacii-processov-v-zhidkih-sredah.
  Длина 2000 символов

  2. Ключевые фразы: 
  - ультразвуковая мойка
  Пример текста: http://www.baikalpribor.ru/articles/123667
  Длина 2000 символов",30838,"48,41,50,51"
"Продвижение сайта a2foton.com.Присваиваем Москва и обл, но стараемся по всей России продвинуть.
Смета + фразы https://docs.google.com/spreadsheets/d/13GnOQW-OVMarxueVEq1MV5piv4FgqskIkgEqgAandcA/edit?ts=58808915",24593,"44,48,94,95,47,41,85,42,83"
"Подготовить рерайт 3-х статей для Miralinks (feyashop.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта feyashop.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x24987&type=text&authkey=cc8c609563d2b30f18b01c0fa9e684b3
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: разные категории людей.
  5. Преимущества: 
Современные напольные ковры – это отнюдь не «персидские гости» из прошлого. Это качественные стильные изделия, которые позволяют дополнить интерьер помещения важной яркой составляющей. Сегодня ковровый мир очень многообразен. Наш магазин предлагает Вам купить ковер в Москве по самым низким ценам. Мы сотрудничаем с ведущими фабриками и можем предложить впечатляющий ассортимент. Благодаря этому Вы можете купить любой ковер недорого в нашем интернет магазине с минимальной наценкой.   6. Услуги: ковры в Москве по самым низким ценам.
  7. География реализации услуг: Москва и МО
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт feyashop.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы: 
  - шелковые ковры
  11. Пример текстов: http://kover77.ru/kover-article/materiali-dly-izgotovlenia-kovra
  12. Длина 2000 символов 
  
  
  По аналогии еще 2 статьи: 
  
  1. Ключевые фразы: 
  - шерстяные ковры
  Пример текста: http://kuplu-kover.ru/article/uhod-za-kovrom
  Длина 2000 символов

  2. Ключевые фразы: 
  - турецкие ковры в москве
  Пример текста: http://kuplu-kover.ru/article/tradicii-tureckie-kovri
  Длина 2000 символов",20052,"48,41,50,51"
"Подготовить рерайт 2-х статей для Miralinks (elite-opt.ru).1. Сайт, для которого пишем текст: для покупки ссылок на miralinks для сайта elite-opt.ru
  2. Бриф на текст: http://www.abcwww.ru/anketa/index.php?id=5x20053&type=text&authkey=4207dd934a10a875741e7c8936bc720f
  3. Страница, для которой пишется текст: статейная публикация 
  4. Текст рассчитан: разные категории людей.
  5. Преимущества: 
В каталоге нашей компании представлены ковры оптом от проверенных производителей из самых разных уголков земного шара. В каталоге вы найдете предложения из Индии, Турции, Европы.   6. Услуги: ковры в Москве по самым низким ценам.
  7. География реализации услуг: Москва 
  8. Что должен сделать человек после его прочтения? Статья носит информационный характер, является посадочной для НЧ запроса. Человек после прочтения должен перейти по ссылке в статье на сайт elite-opt.ru
  9. Фразы должны быть четкими и короткими 
  10. Ключевые фразы: 
  - ковры оптом в москве
  11. Пример текстов: https://www.perscarpet.ru/kakie-kovry-sejchas-v-mode/
  12. Длина 2000 символов 
  
  
  По аналогии еще 1 статьи: 
  
  1. Ключевые фразы: 
  - купить ковры оптом
  Пример текста: https://www.perscarpet.ru/kovry-iz-poliehstera/
  Длина 2000 символов",20052,"48,41,50,51"
"текста (www.vitasolar.ru).1. необходимо написать 2 сео-текста, кол-во символов - до 2000 (можно больше, если необходимо ) 
  пример структуры текста: http://www.vitasolar.ru/katalog/sergi-iz-serebra2.html 
  
  бриф на текста - http://crmabcwwwstorage.s3.amazonaws.com/03-2016/1457508261_vita-solar.docx 
  
  
 - http://www.vitasolar.ru/katalog/braslet-iz-serebra.html?gem=51
браслет из серебра c рубином
купить серебряный браслет с рубинами

  
  в тексте 1 раз надо упомянуть ключевик ""браслет из серебра"" для перелинковки с общим разделом 
  
  
 - http://www.vitasolar.ru/katalog/braslet-iz-serebra.html?gem=2219
браслет из серебра c перламутром
купить серебряный браслет с перламутром
  
  в тексте 1 раз надо упомянуть ключевик ""браслет из серебра"" для перелинковки с общим разделом 
 
  
  
  
  2. также, 2 текста для раздела ""полезная информация"" 
  
https://sokolov.ru/blog/gems/goroskop-kamney-na-2017-god/
https://sokolov.ru/blog/jewelry-factory/vidy-pletenija-cepej/

p.s. хорошо бы связать с разделами сайта",9917,"52,51"
"Добавить производителя Брикус.В допах файлы для всех трёх сайтов. Добавляем производителя (лого в инете ищем), после этого добавляем статьи в вебмастер.",29038,69
"текста для лендинга (nevromed2016.ru).бриф на текста - http://crmabcwwwstorage.s3.amazonaws.com/05-2016/1464326199_brif-nevromed2016.docx
  
 Сайт для которого пишем текст http://nevromed2016.ru/
  
 Страницы для которых пишется текст и ключевики: 
 
 
 1. Страница для общего раздела МСКТ	
Ключевики:
- мскт
- мскт цена в москве
- сделать мскт
- сделать мскт в москве
- мскт исследование
- мультиспиральная компьютерная томография
 
 
 
 2. Страница для общего раздела МРТ
Ключевики:
- где сделать мрт в москве
- магнитно резонансная томография
- мрт цена
- стоимость мрт
- сколько стоит мрт в москве
- мрт в москве цены 
- мрт обследование



 - Текст пишется для: мужчины и женщины, дети от 14 лет до глубокой старости. Все кому нужна помощь и правильное выявление диагноза.
 
 - услуга помогает в своевременной диагностике и помощи в постановке правильного диагноза
  
 - Что должен сделать человек после его прочтения? После прочтения человек должен быть заинтересован в заказе данной услуги 
 
 - Преимущества:
 
 Удобное транспортное расположение,
 наличие парковочного пространства. 
 Выполнение исследования на современном оборудовании экспертного класса, 
 квалифицированные доктора
 Гибкая система скидок
 индивидуальный
 лояльный подход к каждому пациенту
 высокая культура 
 приватно-семейная обстановка
 
  
 - Текст должен быть: Содержательным, компактным, информативным. В тексте должны присутствовать информация, отличающая и выделяющая нашу компанию среди других.
 
Если нужна дополнительная информация, то готов ответить в заявке",43865,49
"Создание сайта  nasoszamena.ru.Надо сделать лендинг. Фирма занимается только лишь заменой насосов. Все материалы, которые надо оформить в виде блоков на лендинге разделены на соответствующие файлы.
Дизайн адаптивный
1920 https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/02-2017/1486046290_Nasos-1920.jpg
768 https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/02-2017/1486111880_Nasos-768.jpg 
320 https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/02-2017/1486125727_Nasos-320.jpg",54056,"13,90,22,27,106"
"правки (VitaSolar.ru).от клиента

""хотела узнать по поводу фото для статей? Могут ли Ваши менеджеры по продвижению сайта, 
во-первых - уменьшить их, 
во-вторых - загружать новые фото для новых статей меньшего размера, чтобы не было фото разрезанного?""

http://www.vitasolar.ru/stati.html 

т.е.

1. надо уменьшить размер блока для фото + фото не должно обрезаться при загрузке в блок с фото, сейчас обрезается - http://joxi.ru/VrwbkydUE1pVAX
2. текст выровнять по верхнему краю с блоком фото - http://joxi.ru/Vm69NKotlGOzrZ , т.е. так  - http://joxi.ru/p27bJZPU4GMJm7
3. не меняется дата загрузки документа - http://joxi.ru/KAgPw5qTWQRnrl , т.е. ставлю число 3.12.2016 , но изменение даты не происходит - http://joxi.ru/1A5X8LoiaVo62E

по первому пункту, можно привлечь дизайнера, если потребуется",9917,"74,22"
"доработки (nevromed2016.ru).1. пишутся текста на общие разделы по МРТ и МСКТ
необходимо сделать шаблоны под данные страницы, т.е. при клике в шапке сайта на МРТ или МСКТ - http://joxi.ru/n2YZwLxtPMJMA6 , должен быть переход на общие страницы
сейчас, например,  при клике на http://joxi.ru/Rmzb7BZU4paPmO открывается страница МРТ головы - http://nevromed2016.ru/mrt-golovyi

2. сделать меньше расстояние между разделами в выпадающем меню - http://joxi.ru/DmBz9gPHa0GdmP 

3. в интерактивном меню добавить общие разделы, сейчас отображаются только подразделы
например - http://joxi.ru/8AnpKaqUpb3XmO , добавить общие разделы МРТ головы и МСКТ головы",43865,"22,27"
"карта сайта xml (serviseseptik.com).xml карта сайта с ошибками - http://www.serviseseptik.com/sitemap.xml
т.е. адреса страниц не полностью прописаны - http://joxi.ru/D2P3wgLuPMdXm3
необходимо поправить",46922,"22,27"
"Фото для статей сайт VitaSolar.ru.к. 29 из заявки TT12092
Хотела узнать по поводу фото для статей? Могут ли Ваши менеджеры по продвижению сайта, 
во-первых - уменьшить их, 
во-вторых - загружать новые фото для новых статей меньшего размера, чтобы не было фото разрезанного?",9917,"68,38,39"
